E-Mail;Login;Name;Datum;Beginn;Ende;Pause_Minuten;Stunden
paul.hoch@demo-import.ganz-om.invalid;demo-ot-04;Paul Hoch;16.06.2026;08:00;18:00;30;
paul.hoch@demo-import.ganz-om.invalid;demo-ot-04;Paul Hoch;17.06.2026;08:00;18:00;30;
paul.hoch@demo-import.ganz-om.invalid;demo-ot-04;Paul Hoch;18.06.2026;08:00;18:00;30;
paul.hoch@demo-import.ganz-om.invalid;demo-ot-04;Paul Hoch;19.06.2026;08:00;18:00;30;
paul.hoch@demo-import.ganz-om.invalid;demo-ot-04;Paul Hoch;22.06.2026;08:00;18:00;30;
paul.hoch@demo-import.ganz-om.invalid;demo-ot-04;Paul Hoch;23.06.2026;08:00;18:00;30;
paul.hoch@demo-import.ganz-om.invalid;demo-ot-04;Paul Hoch;24.06.2026;08:00;18:00;30;
paul.hoch@demo-import.ganz-om.invalid;demo-ot-04;Paul Hoch;25.06.2026;08:00;18:00;30;
paul.hoch@demo-import.ganz-om.invalid;demo-ot-04;Paul Hoch;26.06.2026;08:00;18:00;30;
paul.hoch@demo-import.ganz-om.invalid;demo-ot-04;Paul Hoch;29.06.2026;08:00;18:00;30;
paul.hoch@demo-import.ganz-om.invalid;demo-ot-04;Paul Hoch;30.06.2026;08:00;18:00;30;
paul.hoch@demo-import.ganz-om.invalid;demo-ot-04;Paul Hoch;01.07.2026;08:00;18:00;30;
paul.hoch@demo-import.ganz-om.invalid;demo-ot-04;Paul Hoch;02.07.2026;08:00;18:00;30;
paul.hoch@demo-import.ganz-om.invalid;demo-ot-04;Paul Hoch;03.07.2026;08:00;18:00;30;
paul.hoch@demo-import.ganz-om.invalid;demo-ot-04;Paul Hoch;06.07.2026;08:00;18:00;30;
paul.hoch@demo-import.ganz-om.invalid;demo-ot-04;Paul Hoch;07.07.2026;08:00;18:00;30;
paul.hoch@demo-import.ganz-om.invalid;demo-ot-04;Paul Hoch;08.07.2026;08:00;18:00;30;
paul.hoch@demo-import.ganz-om.invalid;demo-ot-04;Paul Hoch;09.07.2026;08:00;18:00;30;
paul.hoch@demo-import.ganz-om.invalid;demo-ot-04;Paul Hoch;10.07.2026;08:00;18:00;30;
paul.hoch@demo-import.ganz-om.invalid;demo-ot-04;Paul Hoch;13.07.2026;08:00;18:00;30;
paul.hoch@demo-import.ganz-om.invalid;demo-ot-04;Paul Hoch;14.07.2026;08:00;18:00;30;
paul.hoch@demo-import.ganz-om.invalid;demo-ot-04;Paul Hoch;15.07.2026;08:00;18:00;30;
paul.hoch@demo-import.ganz-om.invalid;demo-ot-04;Paul Hoch;16.07.2026;08:00;18:00;30;
paul.hoch@demo-import.ganz-om.invalid;demo-ot-04;Paul Hoch;17.07.2026;08:00;18:00;30;
paul.hoch@demo-import.ganz-om.invalid;demo-ot-04;Paul Hoch;20.07.2026;08:00;18:00;30;
paul.hoch@demo-import.ganz-om.invalid;demo-ot-04;Paul Hoch;21.07.2026;08:00;18:00;30;
paul.hoch@demo-import.ganz-om.invalid;demo-ot-04;Paul Hoch;22.07.2026;08:00;18:00;30;
paul.hoch@demo-import.ganz-om.invalid;demo-ot-04;Paul Hoch;23.07.2026;08:00;18:00;30;
paul.hoch@demo-import.ganz-om.invalid;demo-ot-04;Paul Hoch;24.07.2026;08:00;18:00;30;
paul.hoch@demo-import.ganz-om.invalid;demo-ot-04;Paul Hoch;27.07.2026;08:00;18:00;30;
paul.hoch@demo-import.ganz-om.invalid;demo-ot-04;Paul Hoch;28.07.2026;08:00;18:00;30;
paul.hoch@demo-import.ganz-om.invalid;demo-ot-04;Paul Hoch;29.07.2026;08:00;18:00;30;
paul.hoch@demo-import.ganz-om.invalid;demo-ot-04;Paul Hoch;30.07.2026;08:00;18:00;30;
paul.hoch@demo-import.ganz-om.invalid;demo-ot-04;Paul Hoch;31.07.2026;08:00;18:00;30;
paul.hoch@demo-import.ganz-om.invalid;demo-ot-04;Paul Hoch;03.08.2026;08:00;17:00;30;
paul.hoch@demo-import.ganz-om.invalid;demo-ot-04;Paul Hoch;04.08.2026;08:00;17:00;30;
paul.hoch@demo-import.ganz-om.invalid;demo-ot-04;Paul Hoch;05.08.2026;08:00;17:00;30;
paul.hoch@demo-import.ganz-om.invalid;demo-ot-04;Paul Hoch;06.08.2026;08:00;17:00;30;
paul.hoch@demo-import.ganz-om.invalid;demo-ot-04;Paul Hoch;07.08.2026;08:00;17:00;30;
paul.hoch@demo-import.ganz-om.invalid;demo-ot-04;Paul Hoch;10.08.2026;08:00;17:00;30;
paul.hoch@demo-import.ganz-om.invalid;demo-ot-04;Paul Hoch;11.08.2026;08:00;17:00;30;
paul.hoch@demo-import.ganz-om.invalid;demo-ot-04;Paul Hoch;12.08.2026;08:00;17:00;30;
paul.hoch@demo-import.ganz-om.invalid;demo-ot-04;Paul Hoch;13.08.2026;08:00;17:00;30;
paul.hoch@demo-import.ganz-om.invalid;demo-ot-04;Paul Hoch;14.08.2026;08:00;17:00;30;
paul.hoch@demo-import.ganz-om.invalid;demo-ot-04;Paul Hoch;17.08.2026;08:00;17:00;30;
paul.hoch@demo-import.ganz-om.invalid;demo-ot-04;Paul Hoch;18.08.2026;08:00;17:00;30;
paul.hoch@demo-import.ganz-om.invalid;demo-ot-04;Paul Hoch;19.08.2026;08:00;17:00;30;
paul.hoch@demo-import.ganz-om.invalid;demo-ot-04;Paul Hoch;20.08.2026;08:00;17:00;30;
paul.hoch@demo-import.ganz-om.invalid;demo-ot-04;Paul Hoch;21.08.2026;08:00;17:00;30;
paul.hoch@demo-import.ganz-om.invalid;demo-ot-04;Paul Hoch;24.08.2026;08:00;17:00;30;
paul.hoch@demo-import.ganz-om.invalid;demo-ot-04;Paul Hoch;25.08.2026;08:00;17:00;30;
paul.hoch@demo-import.ganz-om.invalid;demo-ot-04;Paul Hoch;26.08.2026;08:00;17:00;30;
paul.hoch@demo-import.ganz-om.invalid;demo-ot-04;Paul Hoch;27.08.2026;08:00;17:00;30;
paul.hoch@demo-import.ganz-om.invalid;demo-ot-04;Paul Hoch;28.08.2026;08:00;17:00;30;
paul.hoch@demo-import.ganz-om.invalid;demo-ot-04;Paul Hoch;31.08.2026;08:00;17:00;30;
paul.hoch@demo-import.ganz-om.invalid;demo-ot-04;Paul Hoch;01.09.2026;08:00;18:30;30;
paul.hoch@demo-import.ganz-om.invalid;demo-ot-04;Paul Hoch;02.09.2026;08:00;18:30;30;
paul.hoch@demo-import.ganz-om.invalid;demo-ot-04;Paul Hoch;03.09.2026;08:00;18:30;30;
paul.hoch@demo-import.ganz-om.invalid;demo-ot-04;Paul Hoch;04.09.2026;08:00;18:30;30;
paul.hoch@demo-import.ganz-om.invalid;demo-ot-04;Paul Hoch;07.09.2026;08:00;18:30;30;
paul.hoch@demo-import.ganz-om.invalid;demo-ot-04;Paul Hoch;08.09.2026;08:00;18:30;30;
paul.hoch@demo-import.ganz-om.invalid;demo-ot-04;Paul Hoch;09.09.2026;08:00;18:30;30;
paul.hoch@demo-import.ganz-om.invalid;demo-ot-04;Paul Hoch;10.09.2026;08:00;18:30;30;
paul.hoch@demo-import.ganz-om.invalid;demo-ot-04;Paul Hoch;11.09.2026;08:00;18:30;30;
paul.hoch@demo-import.ganz-om.invalid;demo-ot-04;Paul Hoch;14.09.2026;08:00;18:30;30;
paul.hoch@demo-import.ganz-om.invalid;demo-ot-04;Paul Hoch;15.09.2026;08:00;18:30;30;
paul.hoch@demo-import.ganz-om.invalid;demo-ot-04;Paul Hoch;16.09.2026;08:00;18:30;30;
paul.hoch@demo-import.ganz-om.invalid;demo-ot-04;Paul Hoch;17.09.2026;08:00;18:30;30;
paul.hoch@demo-import.ganz-om.invalid;demo-ot-04;Paul Hoch;18.09.2026;08:00;18:30;30;
rita.escal@demo-import.ganz-om.invalid;demo-ot-05;Rita Escal;01.06.2026;08:00;18:30;30;
rita.escal@demo-import.ganz-om.invalid;demo-ot-05;Rita Escal;02.06.2026;08:00;18:30;30;
rita.escal@demo-import.ganz-om.invalid;demo-ot-05;Rita Escal;03.06.2026;08:00;18:30;30;
rita.escal@demo-import.ganz-om.invalid;demo-ot-05;Rita Escal;04.06.2026;08:00;18:30;30;
rita.escal@demo-import.ganz-om.invalid;demo-ot-05;Rita Escal;05.06.2026;08:00;18:30;30;
rita.escal@demo-import.ganz-om.invalid;demo-ot-05;Rita Escal;08.06.2026;08:00;18:30;30;
rita.escal@demo-import.ganz-om.invalid;demo-ot-05;Rita Escal;09.06.2026;08:00;18:30;30;
rita.escal@demo-import.ganz-om.invalid;demo-ot-05;Rita Escal;10.06.2026;08:00;18:30;30;
rita.escal@demo-import.ganz-om.invalid;demo-ot-05;Rita Escal;11.06.2026;08:00;18:30;30;
rita.escal@demo-import.ganz-om.invalid;demo-ot-05;Rita Escal;12.06.2026;08:00;18:30;30;
rita.escal@demo-import.ganz-om.invalid;demo-ot-05;Rita Escal;15.06.2026;08:00;18:30;30;
rita.escal@demo-import.ganz-om.invalid;demo-ot-05;Rita Escal;16.06.2026;08:00;18:30;30;
rita.escal@demo-import.ganz-om.invalid;demo-ot-05;Rita Escal;17.06.2026;08:00;18:30;30;
rita.escal@demo-import.ganz-om.invalid;demo-ot-05;Rita Escal;18.06.2026;08:00;18:30;30;
rita.escal@demo-import.ganz-om.invalid;demo-ot-05;Rita Escal;19.06.2026;08:00;18:30;30;
rita.escal@demo-import.ganz-om.invalid;demo-ot-05;Rita Escal;22.06.2026;08:00;18:30;30;
rita.escal@demo-import.ganz-om.invalid;demo-ot-05;Rita Escal;23.06.2026;08:00;18:30;30;
rita.escal@demo-import.ganz-om.invalid;demo-ot-05;Rita Escal;24.06.2026;08:00;18:30;30;
rita.escal@demo-import.ganz-om.invalid;demo-ot-05;Rita Escal;25.06.2026;08:00;18:30;30;
rita.escal@demo-import.ganz-om.invalid;demo-ot-05;Rita Escal;26.06.2026;08:00;18:30;30;
rita.escal@demo-import.ganz-om.invalid;demo-ot-05;Rita Escal;29.06.2026;08:00;18:30;30;
rita.escal@demo-import.ganz-om.invalid;demo-ot-05;Rita Escal;30.06.2026;08:00;18:30;30;
rita.escal@demo-import.ganz-om.invalid;demo-ot-05;Rita Escal;01.07.2026;08:00;17:30;30;
rita.escal@demo-import.ganz-om.invalid;demo-ot-05;Rita Escal;02.07.2026;08:00;17:30;30;
rita.escal@demo-import.ganz-om.invalid;demo-ot-05;Rita Escal;03.07.2026;08:00;17:30;30;
rita.escal@demo-import.ganz-om.invalid;demo-ot-05;Rita Escal;06.07.2026;08:00;17:30;30;
rita.escal@demo-import.ganz-om.invalid;demo-ot-05;Rita Escal;07.07.2026;08:00;17:30;30;
rita.escal@demo-import.ganz-om.invalid;demo-ot-05;Rita Escal;08.07.2026;08:00;17:30;30;
rita.escal@demo-import.ganz-om.invalid;demo-ot-05;Rita Escal;09.07.2026;08:00;17:30;30;
rita.escal@demo-import.ganz-om.invalid;demo-ot-05;Rita Escal;10.07.2026;08:00;17:30;30;
rita.escal@demo-import.ganz-om.invalid;demo-ot-05;Rita Escal;13.07.2026;08:00;17:30;30;
rita.escal@demo-import.ganz-om.invalid;demo-ot-05;Rita Escal;14.07.2026;08:00;17:30;30;
rita.escal@demo-import.ganz-om.invalid;demo-ot-05;Rita Escal;15.07.2026;08:00;17:30;30;
rita.escal@demo-import.ganz-om.invalid;demo-ot-05;Rita Escal;16.07.2026;08:00;17:30;30;
rita.escal@demo-import.ganz-om.invalid;demo-ot-05;Rita Escal;17.07.2026;08:00;17:30;30;
rita.escal@demo-import.ganz-om.invalid;demo-ot-05;Rita Escal;20.07.2026;08:00;17:30;30;
rita.escal@demo-import.ganz-om.invalid;demo-ot-05;Rita Escal;21.07.2026;08:00;17:30;30;
rita.escal@demo-import.ganz-om.invalid;demo-ot-05;Rita Escal;22.07.2026;08:00;17:30;30;
rita.escal@demo-import.ganz-om.invalid;demo-ot-05;Rita Escal;23.07.2026;08:00;17:30;30;
rita.escal@demo-import.ganz-om.invalid;demo-ot-05;Rita Escal;24.07.2026;08:00;17:30;30;
rita.escal@demo-import.ganz-om.invalid;demo-ot-05;Rita Escal;27.07.2026;08:00;17:30;30;
rita.escal@demo-import.ganz-om.invalid;demo-ot-05;Rita Escal;28.07.2026;08:00;17:30;30;
rita.escal@demo-import.ganz-om.invalid;demo-ot-05;Rita Escal;29.07.2026;08:00;17:30;30;
rita.escal@demo-import.ganz-om.invalid;demo-ot-05;Rita Escal;30.07.2026;08:00;17:30;30;
rita.escal@demo-import.ganz-om.invalid;demo-ot-05;Rita Escal;31.07.2026;08:00;17:30;30;
rita.escal@demo-import.ganz-om.invalid;demo-ot-05;Rita Escal;03.08.2026;08:00;18:30;30;
rita.escal@demo-import.ganz-om.invalid;demo-ot-05;Rita Escal;04.08.2026;08:00;18:30;30;
rita.escal@demo-import.ganz-om.invalid;demo-ot-05;Rita Escal;05.08.2026;08:00;18:30;30;
rita.escal@demo-import.ganz-om.invalid;demo-ot-05;Rita Escal;06.08.2026;08:00;18:30;30;
rita.escal@demo-import.ganz-om.invalid;demo-ot-05;Rita Escal;07.08.2026;08:00;18:30;30;
rita.escal@demo-import.ganz-om.invalid;demo-ot-05;Rita Escal;10.08.2026;08:00;18:30;30;
rita.escal@demo-import.ganz-om.invalid;demo-ot-05;Rita Escal;11.08.2026;08:00;18:30;30;
rita.escal@demo-import.ganz-om.invalid;demo-ot-05;Rita Escal;12.08.2026;08:00;18:30;30;
rita.escal@demo-import.ganz-om.invalid;demo-ot-05;Rita Escal;13.08.2026;08:00;18:30;30;
rita.escal@demo-import.ganz-om.invalid;demo-ot-05;Rita Escal;14.08.2026;08:00;18:30;30;
rita.escal@demo-import.ganz-om.invalid;demo-ot-05;Rita Escal;17.08.2026;08:00;18:30;30;
rita.escal@demo-import.ganz-om.invalid;demo-ot-05;Rita Escal;18.08.2026;08:00;18:30;30;
rita.escal@demo-import.ganz-om.invalid;demo-ot-05;Rita Escal;19.08.2026;08:00;18:30;30;
rita.escal@demo-import.ganz-om.invalid;demo-ot-05;Rita Escal;20.08.2026;08:00;18:30;30;
rita.escal@demo-import.ganz-om.invalid;demo-ot-05;Rita Escal;21.08.2026;08:00;18:30;30;
rita.escal@demo-import.ganz-om.invalid;demo-ot-05;Rita Escal;24.08.2026;08:00;18:30;30;
rita.escal@demo-import.ganz-om.invalid;demo-ot-05;Rita Escal;25.08.2026;08:00;18:30;30;
rita.escal@demo-import.ganz-om.invalid;demo-ot-05;Rita Escal;26.08.2026;08:00;18:30;30;
rita.escal@demo-import.ganz-om.invalid;demo-ot-05;Rita Escal;27.08.2026;08:00;18:30;30;
rita.escal@demo-import.ganz-om.invalid;demo-ot-05;Rita Escal;28.08.2026;08:00;18:30;30;
rita.escal@demo-import.ganz-om.invalid;demo-ot-05;Rita Escal;31.08.2026;08:00;18:30;30;
rita.escal@demo-import.ganz-om.invalid;demo-ot-05;Rita Escal;01.09.2026;08:00;16:45;30;
rita.escal@demo-import.ganz-om.invalid;demo-ot-05;Rita Escal;02.09.2026;08:00;16:45;30;
rita.escal@demo-import.ganz-om.invalid;demo-ot-05;Rita Escal;03.09.2026;08:00;16:45;30;
rita.escal@demo-import.ganz-om.invalid;demo-ot-05;Rita Escal;04.09.2026;08:00;16:45;30;
rita.escal@demo-import.ganz-om.invalid;demo-ot-05;Rita Escal;07.09.2026;08:00;16:45;30;
rita.escal@demo-import.ganz-om.invalid;demo-ot-05;Rita Escal;08.09.2026;08:00;16:45;30;
rita.escal@demo-import.ganz-om.invalid;demo-ot-05;Rita Escal;09.09.2026;08:00;16:45;30;
rita.escal@demo-import.ganz-om.invalid;demo-ot-05;Rita Escal;10.09.2026;08:00;16:45;30;
rita.escal@demo-import.ganz-om.invalid;demo-ot-05;Rita Escal;11.09.2026;08:00;16:45;30;
rita.escal@demo-import.ganz-om.invalid;demo-ot-05;Rita Escal;14.09.2026;08:00;16:45;30;
rita.escal@demo-import.ganz-om.invalid;demo-ot-05;Rita Escal;15.09.2026;08:00;16:45;30;
rita.escal@demo-import.ganz-om.invalid;demo-ot-05;Rita Escal;16.09.2026;08:00;16:45;30;
rita.escal@demo-import.ganz-om.invalid;demo-ot-05;Rita Escal;17.09.2026;08:00;16:45;30;
rita.escal@demo-import.ganz-om.invalid;demo-ot-05;Rita Escal;18.09.2026;08:00;16:45;30;
